商品名,平均,標準偏差,最小,最大,中央値,変動係数_CV,需要パターン,安全在庫,発注点,推奨発注量_週間
朝日新聞,1.4482758620689655,0.8274835732746656,1.0,4.0,1.0,0.57,通常,1.0,2.0,10.0
朝日新聞（宮山梨静０５以,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
未来のレサワオリジナル３,1.3571428571428572,0.8418973861410954,1.0,4.0,1.0,0.62,通常,1.0,2.0,10.0
未来のレサワプレーン３４,1.95,1.234376040972246,1.0,5.0,1.0,0.63,通常,2.0,4.0,14.0
本まぐろわさび醤油おむす,7.15625,3.6199213589747075,1.0,16.0,7.0,0.51,通常,6.0,13.0,50.0
本搾りライム３５０,3.8333333333333335,2.007339474206065,1.0,8.0,4.0,0.52,通常,3.0,7.0,27.0
来来亭監修　冷し中華,1.8888888888888888,0.6009252125773314,1.0,3.0,2.0,0.32,通常,1.0,3.0,13.0
東スポ競馬特別版,1.8823529411764706,1.1663164740528444,1.0,5.0,1.0,0.62,通常,2.0,4.0,13.0
東スポ（東京スポーツ）,1.2307692307692308,0.48458003855419196,1.0,3.0,1.0,0.39,通常,1.0,2.0,9.0
東京スポーツ競馬特別版,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
東京スポーツ（１都６県静,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
東京新聞,1.4375,0.7117927620945669,1.0,5.0,1.0,0.5,通常,1.0,2.0,10.0
東京新聞（１都６県静０１,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
果汁グミすいか,3.68,2.4785748593361734,1.0,12.0,3.0,0.67,通常,4.0,8.0,26.0
果汁グミぶどう,4.7727272727272725,2.6205521605024984,1.0,12.0,4.0,0.55,通常,4.0,9.0,33.0
果汁グミシチリアレモン,4.285714285714286,2.5718253662108777,1.0,10.0,4.0,0.6,通常,4.0,8.0,30.0
果汁グミ弾力プラスいちご,1.2222222222222223,0.5483188805533161,1.0,3.0,1.0,0.45,通常,1.0,2.0,9.0
柿安監修　牛すきおむすび,19.823529411764707,8.247994408624796,1.0,33.0,21.0,0.42,通常,14.0,34.0,139.0
栄養強化型　１日分の野菜,2.75,1.391463335041911,1.0,6.0,2.5,0.51,通常,2.0,5.0,19.0
桃マカロン,1.5,0.6324555320336759,1.0,3.0,1.0,0.42,通常,1.0,2.0,10.0
梅づくしおむすび,17.043478260869566,5.865757804794358,1.0,30.0,17.0,0.34,通常,10.0,27.0,119.0
梅のり巻,1.3333333333333333,0.6064784348631227,1.0,3.0,1.0,0.45,通常,1.0,2.0,9.0
梅蒸し鶏あったかそうめん,1.0909090909090908,0.30151134457776363,1.0,2.0,1.0,0.28,安定,0.0,1.0,8.0
梨スムージー,2.1,0.7378647873726218,1.0,3.0,2.0,0.35,通常,1.0,3.0,15.0
棒棒鶏風サラダ,2.25,1.0350983390135313,1.0,4.0,2.0,0.46,通常,2.0,4.0,16.0
森永れん乳風味クレープ,6.0,,6.0,6.0,6.0,,不明,,,42.0
植物生のスパイシーカレー,7.0,5.253570214625479,1.0,14.0,7.5,0.75,変動大,9.0,16.0,49.0
植物生まれマスカットグミ,2.8333333333333335,1.2673044646258473,1.0,5.0,2.5,0.45,通常,2.0,5.0,20.0
極上はちみつ紅茶Ｃ小袋,1.4166666666666667,0.90033663737852,1.0,4.0,1.0,0.64,通常,1.0,2.0,10.0
極冷感　フリージア,1.0,,1.0,1.0,1.0,,不明,,,7.0
楽天ギフトバリアブル,1.5555555555555556,1.0137937550497031,1.0,4.0,1.0,0.65,通常,2.0,4.0,11.0
檸檬堂夏のラムネとレモン,3.0,1.4142135623730951,1.0,4.0,3.5,0.47,通常,2.0,5.0,21.0
檸檬堂白ぶどうレモン３５,3.391304347826087,2.535908129157224,1.0,10.0,3.0,0.75,変動大,4.0,7.0,24.0
毎日新聞,1.2682926829268293,0.5926377579897538,1.0,3.0,1.0,0.47,通常,1.0,2.0,9.0
毎日新聞（１都６県静０１,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
氷結グレープフルーツ３５,1.3333333333333333,0.6761234037828132,0.0,4.0,1.0,0.51,通常,1.0,2.0,9.0
氷結レモン３５０,4.476190476190476,3.9913500943962394,1.0,16.0,3.0,0.89,変動大,7.0,11.0,31.0
氷結無糖ゆずＳＰ３５０,3.0,1.4142135623730951,2.0,5.0,2.5,0.47,通常,2.0,5.0,21.0
氷結無糖スモモ３５０,4.764705882352941,3.0316953129541626,1.0,13.0,5.0,0.64,通常,5.0,10.0,33.0
江頭　激辛豚骨ラーメン,4.0,5.291502622129181,0.0,10.0,2.0,1.32,変動大,9.0,13.0,28.0
沖縄黒糖のブラウにゃー,1.1666666666666667,1.4719601443879746,0.0,4.0,1.0,1.26,変動大,2.0,3.0,8.0
洗顔シート　石けんの香り,1.8985507246376812,1.2384160606601233,1.0,6.0,1.0,0.65,通常,2.0,4.0,13.0
海味鮮,1.6206896551724137,0.970215859629738,1.0,4.0,1.0,0.6,通常,2.0,4.0,11.0
海老とあさりのスパゲティ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
海老とブロッコリーロール,1.1428571428571428,0.36313651960128146,1.0,2.0,1.0,0.32,通常,1.0,2.0,8.0
海老マヨネーズおむすび,22.433333333333334,11.860346373186326,1.0,55.0,20.0,0.53,通常,20.0,42.0,157.0
海苔巻おかき,1.1111111111111112,0.3233808333817773,1.0,2.0,1.0,0.29,安定,1.0,2.0,8.0
海苔監修　手巻たまごかけ,5.916666666666667,4.9259670639531805,1.0,16.0,5.5,0.83,変動大,8.0,14.0,41.0
海鮮サラダおむすび,11.714285714285714,7.1813249871753175,1.0,20.0,14.0,0.61,通常,12.0,24.0,82.0
消しゴム　ＭＯＮＯ,1.3,0.6569466853317865,0.0,3.0,1.0,0.51,通常,1.0,2.0,9.0
漫　画　ゴラク,1.1875,0.4031128874149275,1.0,2.0,1.0,0.34,通常,1.0,2.0,8.0
漬けぶりおむすび,9.0,11.313708498984761,1.0,17.0,9.0,1.26,変動大,19.0,28.0,63.0
漬け真鯛おむすび,21.103448275862068,14.845260974432712,3.0,48.0,14.0,0.7,変動大,24.0,45.0,148.0
激シゲキックスソーダ,2.2432432432432434,1.3222107971412913,1.0,8.0,2.0,0.59,通常,2.0,4.0,16.0
激モロコシフライドアラレ,1.5714285714285714,1.1338934190276817,1.0,4.0,1.0,0.72,変動大,2.0,4.0,11.0
激辛韓国風焼そば,0.75,0.9574271077563381,0.0,2.0,0.5,1.28,変動大,2.0,3.0,5.0
濃い大満足みかん,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
濃厚カスタードシュー,6.6455696202531644,3.1298315457395254,1.0,18.0,6.0,0.47,通常,5.0,12.0,47.0
炙り焼　鳥めし弁当,0.75,0.9574271077563381,0.0,2.0,0.5,1.28,変動大,2.0,3.0,5.0
炙り焼辛子明太子おむすび,6.25,2.6049403612586386,4.0,10.0,5.0,0.42,通常,4.0,10.0,44.0
炙り豚焼肉マヨネーズ,10.785714285714286,3.598687184314503,7.0,18.0,8.5,0.33,通常,6.0,17.0,76.0
炭治郎＆義勇おむ２,2.6666666666666665,2.7413776673693677,1.0,10.0,1.5,1.03,変動大,5.0,8.0,19.0
炭火焼うなぎおむすび,13.583333333333334,12.36375019322939,1.0,40.0,8.0,0.91,変動大,20.0,34.0,95.0
烏龍茶　６００,13.846153846153847,11.878357824858815,1.0,46.0,10.5,0.86,変動大,20.0,34.0,97.0
焙煎ごまドレッシング,1.7450980392156863,0.7705358461460949,1.0,3.0,2.0,0.44,通常,1.0,3.0,12.0
無限そら豆濃塩ポーク,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
無香料ケープ　ＳＨ　小,1.2894736842105263,0.653799487273455,0.0,4.0,1.0,0.51,通常,1.0,2.0,9.0
焦がし醤油風グリルチキン,9.771428571428572,5.156867005355517,3.0,22.0,9.0,0.53,通常,8.0,18.0,68.0
焼ほし芋,1.4545454545454546,0.6875516509523286,1.0,3.0,1.0,0.47,通常,1.0,2.0,10.0
焼まろん,1.3,0.6749485577105528,1.0,3.0,1.0,0.52,通常,1.0,2.0,9.0
焼ベーコン寿司,6.464285714285714,4.01370008343777,1.0,17.0,5.0,0.62,通常,7.0,13.0,45.0
爽健美茶　６００,1.0,,1.0,1.0,1.0,,不明,,,7.0
爽健美茶３００,10.793478260869565,3.494227715703792,3.0,22.0,11.0,0.32,通常,6.0,17.0,76.0
牛スープの旨み盛岡風冷麺,0.8,0.4472135954999579,0.0,1.0,1.0,0.56,通常,1.0,2.0,6.0
牛乳パン,2.5,1.5811388300841898,0.0,6.0,2.0,0.63,通常,3.0,6.0,18.0
特撰　白角水割　２５０,4.49438202247191,2.602986027909354,1.0,14.0,4.0,0.58,通常,4.0,8.0,31.0
特撰月餅,1.9183673469387754,1.3969719439719963,1.0,8.0,2.0,0.73,変動大,2.0,4.0,13.0
狩人めしエナジードリンク,3.8974358974358974,3.6763459532735965,0.0,15.0,3.0,0.94,変動大,6.0,10.0,27.0
玉ねぎせん,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
玉子焼＆ハムサンド,5.115384615384615,2.612690920517359,1.0,12.0,4.0,0.51,通常,4.0,9.0,36.0
甘辛醤油たれ唐揚弁当,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
甜面醤の旨ジャージャー麺,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
生クリームパイコロネ,4.944444444444445,2.838231060987734,1.0,11.0,4.5,0.57,通常,5.0,10.0,35.0
生ハムとルッコラ,3.142857142857143,1.7032612545052803,1.0,6.0,2.5,0.54,通常,3.0,6.0,22.0
生ハム寿司,15.843137254901961,8.073097420493843,3.0,42.0,15.0,0.51,通常,13.0,29.0,111.0
生パスタ　カルボナーラ,1.5,0.7071067811865476,1.0,2.0,1.5,0.47,通常,1.0,2.0,10.0
生パスタ海老トマトクリム,1.0,,1.0,1.0,1.0,,不明,,,7.0
生ラムネ玉,2.3333333333333335,1.2366938848016846,1.0,5.0,2.0,0.53,通常,2.0,4.0,16.0
生茶ほうじ煎茶,9.066666666666666,5.457884731938413,3.0,22.0,7.5,0.6,通常,9.0,18.0,63.0
生茶６００,8.0,3.687817782917155,1.0,11.0,9.5,0.46,通常,6.0,14.0,56.0
産経新聞,1.710144927536232,0.7689077294020304,1.0,4.0,2.0,0.45,通常,1.0,3.0,12.0
産経新聞（宮山梨静０５以,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
男梅グミ,6.0978260869565215,2.593566777386413,1.0,13.0,6.0,0.43,通常,4.0,10.0,43.0
男梅サワー梅涼し３５０,2.176470588235294,1.7760663739584401,1.0,8.0,2.0,0.82,変動大,3.0,5.0,15.0
男梅シート,1.2666666666666666,0.4577377082170634,1.0,2.0,1.0,0.36,通常,1.0,2.0,9.0
発注レジ袋１２号バイオマ,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
白いたべっ子おさつバター,1.4285714285714286,0.8516306272526403,1.0,3.0,1.0,0.6,通常,1.0,2.0,10.0
白玉入りお芋のどら焼き,3.1666666666666665,2.48327740429189,1.0,6.0,2.5,0.78,変動大,4.0,7.0,22.0
白身フライごはん,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
直巻　とり五目,45.608695652173914,16.925146465994487,23.0,96.0,41.5,0.37,通常,28.0,74.0,319.0
直巻　和風ツナマヨネーズ,69.1304347826087,27.131433208379462,32.0,152.0,63.0,0.39,通常,45.0,114.0,484.0
直巻　明太子マヨネーズ,41.28260869565217,16.984366494156784,17.0,106.0,37.5,0.41,通常,28.0,69.0,289.0
直巻　炙り焼　牛タン,17.566666666666666,8.4023122159744,2.0,36.0,17.5,0.48,通常,14.0,32.0,123.0
直巻　焼しゃけ,70.30434782608695,26.147400908986516,37.0,160.0,66.0,0.37,通常,43.0,113.0,492.0
研究（関東山形福島）,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
碧Ａｏ海薫るＨＢ３５０,3.1052631578947367,1.940639552143836,1.0,9.0,3.0,0.62,通常,3.0,6.0,22.0
福かまど　べこ餅,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
秋のフルーツこれ一本,2.0,0.8944271909999159,1.0,3.0,2.0,0.45,通常,1.0,3.0,14.0
秋のフルーツスムージー,1.75,0.8563488385776752,1.0,4.0,2.0,0.49,通常,1.0,3.0,12.0
秋味３５０,4.9655172413793105,2.4565184222025875,1.0,10.0,5.0,0.49,通常,4.0,9.0,35.0
窯出しとろけるプリン,1.1818181818181819,0.40451991747794525,1.0,2.0,1.0,0.34,通常,1.0,2.0,8.0
競友（関東福島）,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
競馬エイト,1.2857142857142858,0.4879500364742666,1.0,2.0,1.0,0.38,通常,1.0,2.0,9.0
競馬エイト（関東福島）,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
競馬ブック,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
競馬ブック（関東山形福島,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
竹箸　５００膳,0.0,,0.0,0.0,0.0,,不明,,,0.0
第１０７回全国高校野球選,0.0,,0.0,0.0,0.0,,不明,,,0.0
紅はるかのスイートポテト,3.4444444444444446,1.5898986690282426,1.0,6.0,4.0,0.46,通常,3.0,6.0,24.0
紅茶花伝　ミルクティー,26.848101265822784,12.29038461728907,1.0,77.0,23.0,0.46,通常,20.0,47.0,188.0
納豆細巻寿司（２巻増量）,1.0,0.8944271909999159,0.0,2.0,1.0,0.89,変動大,1.0,2.0,7.0
納豆細巻寿司（５巻増量）,1.6666666666666667,0.816496580927726,1.0,3.0,1.5,0.49,通常,1.0,3.0,12.0
純連冷し味噌ラーメン,1.0666666666666667,0.7988086367179803,0.0,2.0,1.0,0.75,変動大,1.0,2.0,7.0
紫いもミルクティー,2.6666666666666665,1.5275252316519468,1.0,4.0,3.0,0.57,通常,3.0,6.0,19.0
細ーいじゃがビーサワクリ,2.25,1.5026857675938214,1.0,6.0,2.0,0.67,通常,2.0,4.0,16.0
紳士くるぶし丈Ｓ黒,0.8333333333333334,0.408248290463863,0.0,1.0,1.0,0.49,通常,1.0,2.0,6.0
紳士ショートＳ黒,0.9090909090909091,0.5393598899705937,0.0,2.0,1.0,0.59,通常,1.0,2.0,6.0
紳士リブＳ黒,1.206896551724138,0.4913036844405173,1.0,3.0,1.0,0.41,通常,1.0,2.0,8.0
綴じノートＢ５Ａ罫,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
綾鷹　濃い緑茶　６５０,9.78125,5.091006459845984,0.0,21.0,8.5,0.52,通常,8.0,18.0,68.0
綾鷹　６５０,24.76086956521739,16.127526203645594,1.0,82.0,23.5,0.65,通常,27.0,52.0,173.0
翠ジンソーダ３５０,2.5714285714285716,1.328524353756959,1.0,6.0,2.0,0.52,通常,2.0,5.0,18.0
耐風ビニール傘６５,4.739130434782608,4.070038991373958,1.0,14.0,4.0,0.86,変動大,7.0,12.0,33.0
耐風ビニール傘７０,4.8,4.92285311162345,0.0,17.0,2.0,1.03,変動大,8.0,13.0,34.0
背徳　月見台湾風まぜそば,1.0,,1.0,1.0,1.0,,不明,,,7.0
花椒香る　麻婆焼そばＤ２,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
茉莉花ジャスミン茶割ＪＪ,1.8923076923076922,1.263960503277754,0.0,7.0,2.0,0.67,通常,2.0,4.0,13.0
茨城新聞,1.4444444444444444,0.8614745293854451,0.0,4.0,1.0,0.6,通常,1.0,2.0,10.0
茶流彩彩　コーン茶,12.615384615384615,10.460548595703617,1.0,43.0,11.0,0.83,変動大,17.0,30.0,88.0
蒸し鶏ラー油ネギ冷うどん,2.3076923076923075,1.3774744634423888,1.0,5.0,2.0,0.6,通常,2.0,4.0,16.0
蒸鶏とねぎのトマトパスタ,2.0,1.1094003924504583,0.0,4.0,2.0,0.55,通常,2.0,4.0,14.0
薬用リップスティック,1.5185185185185186,0.9263590880581637,0.0,5.0,1.0,0.61,通常,2.0,4.0,11.0
角ハイボール３５０,19.67391304347826,9.626096279114032,5.0,56.0,19.0,0.49,通常,16.0,36.0,138.0
読売新聞,1.489795918367347,0.5817519868033626,1.0,3.0,1.0,0.39,通常,1.0,2.0,10.0
読売新聞（１都６県静０１,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
調製豆乳,7.804347826086956,3.9896545622446036,2.0,20.0,7.0,0.51,通常,7.0,15.0,55.0
豚しゃぶおろしパスタサラ,1.9666666666666666,1.3144137917030578,0.0,6.0,2.0,0.67,通常,2.0,4.0,14.0
豚しゃぶのパスタサラダ,1.4545454545454546,0.6875516509523287,1.0,3.0,1.0,0.47,通常,1.0,2.0,10.0
豚バラしょうゆ,19.0,9.273618495495706,4.0,38.0,15.5,0.49,通常,15.0,34.0,133.0
豚焼肉弁当（マヨネーズ付,1.0,,1.0,1.0,1.0,,不明,,,7.0
贅沢保湿ポケットＴ,3.2857142857142856,2.0154310045871804,1.0,10.0,3.0,0.61,通常,3.0,6.0,23.0
赤肉メロンミルク,2.142857142857143,0.8997354108424375,1.0,3.0,2.0,0.42,通常,1.0,3.0,15.0
赤飯おむすび,28.532608695652176,12.049760461762617,12.0,70.0,25.0,0.42,通常,20.0,49.0,200.0
超快適マスクふつう,3.1206896551724137,2.026816587889427,1.0,10.0,3.0,0.65,通常,3.0,6.0,22.0
超快適マスクやや大きめ,2.391304347826087,1.3955537726941294,1.0,7.0,2.0,0.58,通常,2.0,4.0,17.0
超快適マスク小さめ,2.3157894736842106,1.3585337813568419,1.0,8.0,2.0,0.59,通常,2.0,4.0,16.0
超急速２ｉｎ１Ｃ＆Ｌ１ｍ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
辛口回鍋肉焼そば,1.0,,1.0,1.0,1.0,,不明,,,7.0
透明プリン？マンゴー？,0.3333333333333333,0.5773502691896258,0.0,1.0,0.0,1.73,変動大,1.0,1.0,2.0
週　刊　プ　ロ　レ　ス,1.25,0.447213595499958,1.0,2.0,1.0,0.36,通常,1.0,2.0,9.0
週　刊　ポ　ス　ト,0.8,0.4472135954999579,0.0,1.0,1.0,0.56,通常,1.0,2.0,6.0
週　刊　大　衆,0.6666666666666666,0.5773502691896258,0.0,1.0,1.0,0.87,変動大,1.0,2.0,5.0
週　刊　女　性,0.0,,0.0,0.0,0.0,,不明,,,0.0
週　刊　実　話,1.1,0.31622776601683794,1.0,2.0,1.0,0.29,安定,1.0,2.0,8.0
週　刊　文　春,2.3863636363636362,2.304857449972437,1.0,14.0,2.0,0.97,変動大,4.0,6.0,17.0
週　刊　新　潮,1.875,1.184578324321196,1.0,6.0,1.5,0.63,通常,2.0,4.0,13.0
週　刊　現　代,0.8333333333333334,0.408248290463863,0.0,1.0,1.0,0.49,通常,1.0,2.0,6.0
週刊　プレイボーイ,1.25,0.5,1.0,2.0,1.0,0.4,通常,1.0,2.0,9.0
週刊　モーニング,3.263157894736842,2.2813764184310092,1.0,10.0,3.0,0.7,変動大,4.0,7.0,23.0
週刊　女性セブン,0.3333333333333333,0.5773502691896258,0.0,1.0,0.0,1.73,変動大,1.0,1.0,2.0
週刊　東洋経済,0.3333333333333333,0.5773502691896258,0.0,1.0,0.0,1.73,変動大,1.0,1.0,2.0
週刊　漫画タイムス,1.4666666666666666,0.5163977794943222,1.0,2.0,1.0,0.35,通常,1.0,2.0,10.0
週刊アサヒ芸能,0.3333333333333333,0.5773502691896258,0.0,1.0,0.0,1.73,変動大,1.0,1.0,2.0
週刊ゴルフダイジェスト,0.3333333333333333,0.5773502691896258,0.0,1.0,0.0,1.73,変動大,1.0,1.0,2.0
週刊ベースボール,1.5333333333333334,0.833809387832792,1.0,4.0,1.0,0.54,通常,1.0,3.0,11.0
週刊女性自身,0.5,0.7071067811865476,0.0,1.0,0.5,1.41,変動大,1.0,2.0,4.0
週刊少年サンデー,4.666666666666667,3.132015933791495,1.0,14.0,5.0,0.67,通常,5.0,10.0,33.0
週刊少年ジャンプ,6.574468085106383,8.566224577680861,1.0,36.0,2.0,1.3,変動大,14.0,21.0,46.0
週刊少年マガジン,6.84,6.4010415819094115,1.0,22.0,2.0,0.94,変動大,11.0,18.0,48.0
週刊ＴＶガイド（関東版）,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
週末版ジャパンタイムズ,1.0,,1.0,1.0,1.0,,不明,,,7.0
邪払のど飴,1.3333333333333333,0.7019641181630338,1.0,4.0,1.0,0.53,通常,1.0,2.0,9.0
邪払のど飴小袋,2.5316455696202533,1.4036166018811103,0.0,7.0,2.0,0.55,通常,2.0,5.0,18.0
野沢菜いなり寿司,14.909090909090908,6.574909674621944,5.0,30.0,14.0,0.44,通常,11.0,26.0,104.0
野菜を食べよう　タンメン,1.5,0.7071067811865476,1.0,2.0,1.5,0.47,通常,1.0,2.0,10.0
野菜スティック味噌マヨ,1.646153846153846,1.066987131347674,0.0,6.0,2.0,0.65,通常,2.0,4.0,12.0
野菜マシマシ冷し中華,1.6666666666666667,1.1547005383792517,1.0,3.0,1.0,0.69,通常,2.0,4.0,12.0
野菜一日これ一本,10.858695652173912,5.744718590720899,3.0,32.0,10.0,0.53,通常,9.0,20.0,76.0
野菜生活シークヮーサー,3.25,1.6690459207925603,1.0,6.0,3.0,0.51,通常,3.0,6.0,23.0
野菜生活ベリーサラダ,2.8,1.9321835661585918,1.0,8.0,2.0,0.69,通常,3.0,6.0,20.0
